id,neighborhood,advertiser,title,category,search_keyword,rating,reviews_count,lat,lng,address,reward,discountPercentage,actionText,imageUrl
155,حي الخليج,بوفيه قلب الخليج.,بوفيه قلب الخليج.,عام,بوفيه,3.9,61,24.7680753,46.7953343,"QQ9W+632، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
156,حي الخليج,بوفية عبد السلام عادل الشمري -بروست-سندوتشات-شورما-عصيرات,بوفية عبد السلام عادل الشمري -بروست-سندوتشات-شورما-عصيرات,عام,بوفيه,4.2,26,24.7686586,46.7925434,"QQ9V+F27، ابي سعيد الخدري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
157,حي الخليج,بوفيه للوجبات السريعة,بوفيه للوجبات السريعة,عام,بوفيه,3.3,87,24.7688698,46.7920915,"QQ9R+GRW, ابي سعيد الخدري، حي, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
158,حي الخليج,بوفيه اكلات اسويه شباتي,بوفيه اكلات اسويه شباتي,عام,بوفيه,3.9,81,24.7802709,46.7962032,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
159,حي الخليج,بوفية نهضة الرمال,بوفية نهضة الرمال,عام,بوفيه,4,28,24.7622746,46.8210212,"شارع محمد بن أحمد السديري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
160,حي الخليج,بوفية اضواء اجا,بوفية اضواء اجا,عام,بوفيه,4.5,13,24.7671473,46.8180661,"3072 شارع الجبيل، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
161,حي الخليج,بوفيه,بوفيه,عام,بوفيه,3.5,28,24.7704618,46.7943653,"QQCV+5PQ، شارع الشيخ سليمان بن عبدالله بن محمد، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
162,حي الخليج,بوفية وقت الطيبين للوجبات السريعة,بوفية وقت الطيبين للوجبات السريعة,عام,بوفيه,3.9,42,24.7586487,46.8003372,"الحكم المنتصر بالله، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
163,حي الخليج,بوفية كيف النشامى,بوفية كيف النشامى,عام,بوفيه,4,17,24.7497799,46.8233643,"PRXF+V9M، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
164,حي الخليج,بوفيه النسيم,بوفيه النسيم,عام,بوفيه,3.9,31,24.749841,46.8234678,"2317 عبدالرحمن بن سالم، النسيم الشرقي، الرياض 14241",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
165,حي الخليج,تسالي الديرة,تسالي الديرة,عام,بوفيه,4,30,24.7575296,46.8011889,"3104 الحكم المستنصر بالله, 7928 3104, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
166,حي الخليج,بوفيه وتسالي,بوفيه وتسالي,عام,بوفيه,3.5,51,24.7425578,46.7883686,"RFSD3422، 7399 حفصة بنت عمر, 3422، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
167,حي الخليج,مطعم باكستاني بوفية خيبر للواجبات,مطعم باكستاني بوفية خيبر للواجبات,عام,بوفيه,4,4,24.7631792,46.8231735,"QR7F+76H، شارع الخبر، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
168,حي الخليج,بوفية علي المطيري,بوفية علي المطيري,عام,بوفيه,3.9,17,24.7766412,46.822724,"QRGF+J3G، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
169,حي الخليج,غزالة كافيه | قهوة مختصة,غزالة كافيه | قهوة مختصة,عام,مقهى,4.7,337,24.7633737,46.8013365,"الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
170,حي الخليج,ديوانية قيّصر العرب,ديوانية قيّصر العرب,عام,مقهى,4.1,2283,24.7531515,46.8171874,"7506 سلمان الفارسي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
171,حي الخليج,لاونج جمرة الليل JAMRA NIGHT LOUNGE,لاونج جمرة الليل JAMRA NIGHT LOUNGE,عام,مقهى,4.2,2969,24.7531095,46.7838312,"الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
172,حي الخليج,رشفة شاي,رشفة شاي,عام,مقهى,4.2,736,24.753008,46.8045899,"الحكم المستنصر بالله، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
173,حي الخليج,نفس كافية,نفس كافية,عام,مقهى,4.4,464,24.7785366,46.7925248,"الشيخ عبدالعزيز بن عبدالرحمن بن بشر، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
174,حي الخليج,كافيه ولاونج وتر Watr Cafe,كافيه ولاونج وتر Watr Cafe,عام,مقهى,4.1,420,24.7779374,46.7834468,"2727 طريق الملك عبدالله، 8325، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
175,حي الخليج,كوزي قاردن,كوزي قاردن,عام,مقهى,3.9,592,24.7779615,46.7841178,"طريق الملك عبدالله، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
176,حي الخليج,دان كافيه,دان كافيه,عام,مقهى,4.3,133,24.7674454,46.818405,"شارع عبدالرحمن الناصر، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
177,حي الخليج,مقهى عشرون قرام للقهوة المختصة TWENTY GRAMS,مقهى عشرون قرام للقهوة المختصة TWENTY GRAMS,عام,مقهى,4.3,293,24.7613737,46.7807414,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
178,حي الخليج,هاف مليون,هاف مليون,عام,مقهى,4.2,1280,24.7527287,46.7830113,"4522 Prince Bandar ibn Abdul Aziz Street, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
179,حي الخليج,مقهى لونكسا,مقهى لونكسا,عام,مقهى,4.8,50,24.7516279,46.8200442,"سلمان الفارسي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
180,حي الخليج,"نص تلقيمة "" الخليج ""","نص تلقيمة "" الخليج """,عام,مقهى,4.1,412,24.7661604,46.7843852,"طريق الشيخ حسن بن حسين بن علي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
181,حي الخليج,PUBLIC CAFE,PUBLIC CAFE,عام,مقهى,4.5,579,24.7473125,46.8233125,"PRWF+W8، حي, 7195, 2324 شارع حسان بن ثابت، النسيم الشرقي،، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
182,حي الخليج,لاونج سويتنس كافية,لاونج سويتنس كافية,عام,مقهى,4,456,24.7496521,46.8172109,"طريق خريص الفرعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
183,حي الخليج,لاونج ومقهي صفر تسعة للأرجيلة,لاونج ومقهي صفر تسعة للأرجيلة,عام,مقهى,4.3,382,24.7759025,46.8214033,"حي، الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
184,حي الخليج,د. كيف,د. كيف,عام,مقهى,4.4,269,24.756872,46.7909808,"7858 ام باب، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
185,حي الخليج,نقط,نقط,عام,مقهى,4.4,322,24.7434114,46.8201465,"شارع عبدالله بن عمر، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
186,حي الخليج,مقهى سفينة الخليج,مقهى سفينة الخليج,عام,مقهى,4.1,292,24.7642284,46.7986288,"شارع الشيخ سليمان, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
187,حي الخليج,اللمسة الخارقة (بلياردو)و(مقهى),اللمسة الخارقة (بلياردو)و(مقهى),عام,مقهى,4.2,264,24.7632817,46.8002224,"4402 الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
188,حي الخليج,كونز كافيه cones cofe,كونز كافيه cones cofe,عام,مقهى,4.1,105,24.754115,46.8163053,"7HP8QR38+JG، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
189,حي الخليج,جافا كافيه,جافا كافيه,عام,مقهى,4.2,348,24.7512951,46.8218097,"طريق خريص، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
190,حي الخليج,مقهى درع الاندلس,مقهى درع الاندلس,عام,مقهى,4,85,24.7453926,46.792807,"RFSA3860، 3860 حفصة بنت عمر، 7686، حي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
191,حي الخليج,د. كيف كافيه,د. كيف كافيه,عام,مقهى,4.2,466,24.750503,46.822195,"Khurais Road, Nasim Ash Sharqi، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
192,حي الخليج,مقهى طول اليل طريق خريص,مقهى طول اليل طريق خريص,عام,مقهى,4.5,44,24.7516931,46.8193635,"QR29+MPH، طريق خريص، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
193,حي الخليج,مقهى دي دبليو,مقهى دي دبليو,عام,مقهى,4.5,152,24.778538,46.8113754,"محمد بن إسماعيل الصنعاني، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
194,حي الخليج,د. كيف كافيه,د. كيف كافيه,عام,مقهى,4.1,596,24.74208,46.8084238,"7820 سعد بن ابي وقاص، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
195,حي الخليج,مقهى دلة الضيوف,مقهى دلة الضيوف,عام,مقهى,4,105,24.7770829,46.8106924,"3550 شارع الجبيل، 7082، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
196,حي الخليج,تيم هورتنز,تيم هورتنز,عام,مقهى,4.3,1371,24.7533433,46.8169904,"7497 تربه، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
197,حي الخليج,رشوف القهوة فرع 2,رشوف القهوة فرع 2,عام,مقهى,4.1,58,24.7554226,46.8027347,"بالقرب من الحكم المستنصر بالله، النهضة، الرياض 13221، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
198,حي الخليج,مقهى ارض الكافيه | قهوة مختصة,مقهى ارض الكافيه | قهوة مختصة,عام,مقهى,4.3,195,24.7472117,46.8234398,"شارع حسان بن ثابت، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
199,حي الخليج,شاي السكة,شاي السكة,عام,مقهى,4.4,340,24.7625925,46.8207326,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
200,حي الخليج,أرابيكا كافيه,أرابيكا كافيه,عام,مقهى,3.9,129,24.7712355,46.8047022,"سلمان الفارسي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
201,حي الخليج,نمق كافيه | Namq Cafe,نمق كافيه | Namq Cafe,عام,مقهى,4.3,584,24.7773698,46.7803692,"طريق الملك عبدالله، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
202,حي الخليج,شيريا كافيه,شيريا كافيه,عام,مقهى,4,72,24.7622169,46.8201209,"شارع محمد بن أحمد السديري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
203,حي الخليج,شاهي 70 tea,شاهي 70 tea,عام,مقهى,4.1,202,24.7661316,46.8078238,"QR85+F44, شارع سلمان الفارسي، حي الخليج،, النهضة،, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
204,حي الخليج,شاى النيل - قهوة مصرية,شاى النيل - قهوة مصرية,عام,مقهى,4.5,105,24.7667599,46.7887322,"7109 ابي سعيد الخدري، RFKA3238, 3238, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
205,حي الخليج,مقهى دلة الضيوف,مقهى دلة الضيوف,عام,مقهى,4.3,22,24.7812381,46.7976961,"الشيخ عبدالعزيز بن عبدالرحمن بن بشر، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
206,حي الخليج,بارنز,بارنز,عام,مقهى,4,340,24.7559053,46.8154198,"سلمان الفارسي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
207,حي الخليج,مقهى هيل وكرك,مقهى هيل وكرك,عام,مقهى,3.4,47,24.763063,46.8208829,"QR7C+69C, محمد احمد السديري،, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
208,حي الخليج,كوستا كافيه,كوستا كافيه,عام,مقهى,4.1,56,24.7501958,46.821472,"QR2C+3HH، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
209,حي الخليج,برجر مشوي (حي الخليج) والحمراء اشبيلية الاندلس اليرموك الملك فيصل Grilled Burger,برجر مشوي (حي الخليج) والحمراء اشبيلية الاندلس اليرموك الملك فيصل Grilled Burger,عام,برجر,4.8,244,24.7776641,46.7919582,"بن عبد الرحمن بن بشر، عبد العزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
210,حي الخليج,Shack Burger | شاك برجر,Shack Burger | شاك برجر,عام,برجر,4.2,286,24.7653865,46.803574,"6976 الامير بندر بن عبدالعزيز، 4756, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
211,حي الخليج,Grilled Burger برجر مشوي,Grilled Burger برجر مشوي,عام,برجر,4.6,170,24.7529423,46.8058765,"Hafsah Bint Omar,An Nahdah, Riyadh 13221, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
212,حي الخليج,جان برجر,جان برجر,عام,برجر,3.7,2149,24.7626131,46.8000785,"الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
213,حي الخليج,WBJ Burger,WBJ Burger,عام,برجر,4.6,899,24.7512417,46.7808581,"6489 الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
214,حي الخليج,كرنش اند مور برجر C&M burger crunch & More,كرنش اند مور برجر C&M burger crunch & More,عام,برجر,4.4,269,24.7508127,46.7948883,"24°45'05.2""N 46°، 47'39.6""E، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
215,حي الخليج,ناين الفن برجر |9eleven burger,ناين الفن برجر |9eleven burger,عام,برجر,4.9,23,24.7780953,46.7847449,"طريق الملك عبدالله، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
216,حي الخليج,ساين,ساين,عام,برجر,4.5,3543,24.7495012,46.8193092,"طريق خريص، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
217,حي الخليج,برجر كنج,برجر كنج,عام,برجر,3.9,1394,24.76304,46.799739,"Opposite NBC, Prince Bandar Bin Abdulaziz St, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
218,حي الخليج,البرجر النجدي,البرجر النجدي,عام,برجر,4.7,82,24.7650434,46.822317,"QR8C+3V5، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
219,حي الخليج,سلطان دي لايت برجر | Sultan Delight Burger,سلطان دي لايت برجر | Sultan Delight Burger,عام,برجر,4,302,24.7652883,46.8034653,"الامير بندر بن عبدالعزيز، الأمير بندر بن عبدالعزيز, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
220,حي الخليج,وهمي,وهمي,عام,برجر,4.6,6636,24.743228,46.8088779,"RQND2527، 7968 طريق خريص الفرعي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
221,حي الخليج,برجر مشوي GRILLED BURGER,برجر مشوي GRILLED BURGER,عام,برجر,4,22,24.7588511,46.815471,"QR58+G5X، شارع محمد بن أحمد السديري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
222,حي الخليج,Grilled Burger,Grilled Burger,عام,برجر,4,70,24.7805888,46.8211405,"7488 4607 ابن الهيثم، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
223,حي الخليج,كرسبش,كرسبش,عام,برجر,4.3,595,24.7652096,46.8033388,"الامير بندر بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
224,حي الخليج,برجر الشيف ليان,برجر الشيف ليان,عام,برجر,5,25,24.7647434,46.78629,"QQ7P+WG5 حي، شارع أبي سعيد الخدري، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
225,حي الخليج,بيتزا وبرجر,بيتزا وبرجر,عام,برجر,4.1,70,24.7654823,46.7874542,"QQ8P+5XW، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
226,حي الخليج,Haba Burger هابا برجر,Haba Burger هابا برجر,عام,برجر,4.6,13,24.7760228,46.7893329,"3276 الشيخ عبدالعزيز بن عبدالرحمن بن بشر, 8189، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
227,حي الخليج,بيتزا و برجر,بيتزا و برجر,عام,برجر,4,40,24.7717918,46.793312,"RFKA7673، 3721 شارع الشيخ سليمان بن عبدالله بن محمد، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
228,حي السليمانية,مطعم لؤلؤة الشام,مطعم لؤلؤة الشام,عام,مطعم,4.4,1452,24.7114909,46.69615,"شارع الامير ممدوح بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
229,حي السليمانية,بيت كرم,بيت كرم,عام,مطعم,4.3,3125,24.7083209,46.6881042,"شارع الامير ممدوح بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
230,حي السليمانية,السرايا,السرايا,عام,مطعم,4,18742,24.6927501,46.6951732,"طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
231,حي السليمانية,مطعم قصر النيل,مطعم قصر النيل,عام,مطعم,4.6,18459,24.7000106,46.7023682,"الملك محمد الخامس، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
232,حي السليمانية,مطعم ماما نورة,مطعم ماما نورة,عام,مطعم,4.3,28350,24.6916263,46.7018848,"prince faisal، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
233,حي السليمانية,مطعم الشعلان,مطعم الشعلان,عام,مطعم,4.3,1406,24.7095786,46.6912048,"شارع الامير ممدوح بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
234,حي السليمانية,مطاعم الباب الشرقي,مطاعم الباب الشرقي,عام,مطعم,4.5,3732,24.7100908,46.692672,"3761 شارع الامير ممدوح بن عبدالعزيز، السليمانية، الرياض 12242 7511،",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
235,حي السليمانية,مطعم بيت الحمام,مطعم بيت الحمام,عام,مطعم,4.5,3698,24.6871649,46.6807482,"بن عبدالعزيزبن مساعد، RHOB3756، 3756 7386 طريق الأمير سلطان، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
236,حي السليمانية,مطعم هوا عمان,مطعم هوا عمان,عام,مطعم,4.2,3302,24.7066093,46.6992924,"عبدالله بن رواحة، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
237,حي السليمانية,مطاعم ساروجة فرع 1,مطاعم ساروجة فرع 1,عام,مطعم,4.2,10575,24.710874,46.6945479,"7594 شارع الامير ممدوح بن عبدالعزيز، 3961، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
238,حي السليمانية,مطاعم السعودية,مطاعم السعودية,عام,مطعم,4,117,24.6931205,46.6810389,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
239,حي السليمانية,كرَم بيروت,كرَم بيروت,عام,مطعم,4.1,11557,24.703725,46.7021658,"Opp. Lamborghini Showroom،, طريق الأمير محمد بن عبدالعزيز،, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
240,حي السليمانية,طبخة,طبخة,عام,مطعم,4.3,2701,24.7068741,46.6992096,"عبدالله بن رواحة، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
241,حي السليمانية,مطاعم باب توما,مطاعم باب توما,عام,مطعم,4.1,13635,24.7102544,46.6927588,"3859 شارع الامير ممدوح بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
242,حي السليمانية,مطاعم الركن السعودي,مطاعم الركن السعودي,عام,مطعم,3.8,3062,24.6871828,46.6804243,"الامير سلطان بن عبدالعزيز،، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
243,حي السليمانية,بيت الشواية,بيت الشواية,عام,مطعم,3.9,3037,24.6799822,46.718498,"طريق الملك عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
244,حي السليمانية,مطعم سيسلي,مطعم سيسلي,عام,مطعم,4.4,1876,24.7044643,46.7036614,"3951-4039 طريق الأمير محمد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
245,حي السليمانية,مطعم القنطرة فرع السليمانية,مطعم القنطرة فرع السليمانية,عام,مطعم,4.2,1289,24.7103283,46.6921542,"3710 7552 شارع الامير ممدوح بن عبدالعزيز، حي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
246,حي السليمانية,مطعم عرش بلقيس الشعبي,مطعم عرش بلقيس الشعبي,عام,مطعم,4.2,3367,24.7158584,46.6811986,"طريق العروبة، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
247,حي السليمانية,مطعم القازنلي البخاري,مطعم القازنلي البخاري,عام,مطعم,4.1,2385,24.6925833,46.6947675,"طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
248,حي السليمانية,مطعم المنسف الأردني,مطعم المنسف الأردني,عام,مطعم,4.1,2436,24.7020043,46.7124747,"طريق الأمير سلطان بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
249,حي السليمانية,فلوكه,فلوكه,عام,مطعم,4.6,3753,24.7045578,46.7019919,"PP32+QRF، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
250,حي السليمانية,تغميس,تغميس,عام,مطعم,4.1,2443,24.7072138,46.6990577,"عبدالله بن رواحة، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
251,حي السليمانية,مطعم شوايات,مطعم شوايات,عام,مطعم,4.1,875,24.680416,46.6936893,الرياض,1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
252,حي السليمانية,مطعم حلو,مطعم حلو,عام,مطعم,4.3,767,24.6916735,46.71065,"6918 شارع الأمير مساعد بن عبدالعزيز، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
253,حي السليمانية,مطعم بربر بيروت,مطعم بربر بيروت,عام,مطعم,4.1,1664,24.6906119,46.710669,"شارع ابي بكر الرازي، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
254,حي السليمانية,مطعم مذاق دلّي,مطعم مذاق دلّي,عام,مطعم,4.1,1888,24.6949445,46.683075,"رقم 52، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
255,حي السليمانية,شيف اياد,شيف اياد,عام,مطعم,4.6,7710,24.7027784,46.6977553,"Riyadh - Al Tahliyah Street, الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
256,حي السليمانية,مطاعم السعودي,مطاعم السعودي,عام,مطعم,3.9,5270,24.6957429,46.7031135,"العمارية، الرياض",1.5,15,الاتجاهات,https://images.unsplash.com/photo-1555939594-58d7cb561ad1?q=80&w=500
